GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,AIANHHRA,AIANHHTA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7Q001,H7Q002,H7Q003,H7Q004,H7Q005,H7Q006,H7Q007,H7Q008,H7Q009,H7Q010,H7Q011,H7Q012,H7Q013,H7Q014,H7Q015,H7Q016,H7Q017,H7Q018,H7Q019,H7Q020,H7Q021,H7Q022,H7Q023,H7Q024,H7Q025,H7Q026,H7Q027,H7Q028,H7Q029,H7Q030,H7Q031,H7Q032,H7Q033,H7Q034,H7Q035,H7Q036,H7Q037,H7Q038,H7Q039,H7Q040,H7Q041,H7Q042,H7Q043,H7Q044,H7Q045,H7Q046,H7Q047,H7Q048,H7Q049,H7Q050,H7Q051,H7Q052,H7Q053,H7Q054,H7Q055,H7Q056,H7Q057,H7Q058,H7Q059,H7Q060,H7Q061,H7Q062,H7Q063,H7Q064,H7Q065,H7Q066,H7Q067,H7Q068,H7Q069,H7Q070,H7Q071,2010 Census Redistricting Data tabulation downloaded from nhgis.org on 20220530
G4801210,2010,3,7,Texas,48,Denton County,121,,,,,,,,,,,,206,,,,,,,,,,,,Denton County,,662614,643201,497260,55534,4551,43478,462,41916,19413,18179,3948,3429,4082,225,3913,467,299,26,513,106,5,209,201,709,47,1103,424,136,24,87,102,12,50,113,89,8,13,1,13,7,12,2,4,0,4,2,105,42,2,18,10,3,1,18,5,0,6,0,0,0,0,0,22,19,3,0,0,0,0,4,4,
G4801230,2010,3,7,Texas,48,DeWitt County,123,,,,,,,,,,,,999,,,,,,,,,,,,DeWitt County,,20097,19628,15206,1876,88,44,0,2414,469,452,98,55,3,6,227,7,0,0,40,2,1,6,1,5,1,17,2,0,2,3,0,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801250,2010,3,7,Texas,48,Dickens County,125,,,,,,,,,,,,999,,,,,,,,,,,,Dickens County,,2444,2403,2052,99,38,22,0,192,41,40,8,14,1,0,13,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801270,2010,3,7,Texas,48,Dimmit County,127,,,,,,,,,,,,999,,,,,,,,,,,,Dimmit County,,9996,9834,8860,99,34,56,0,785,162,156,18,13,2,0,107,0,0,0,4,3,0,5,0,3,1,6,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801290,2010,3,7,Texas,48,Donley County,129,,,,,,,,,,,,999,,,,,,,,,,,,Donley County,,3677,3611,3307,164,18,9,2,111,66,66,14,21,6,0,19,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801310,2010,3,7,Texas,48,Duval County,131,,,,,,,,,,,,999,,,,,,,,,,,,Duval County,,11782,11581,10247,110,45,22,5,1152,201,199,10,15,8,2,143,0,0,0,4,0,0,7,0,6,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801330,2010,3,7,Texas,48,Eastland County,133,,,,,,,,,,,,999,,,,,,,,,,,,Eastland County,,18583,18289,16697,335,124,62,9,1062,294,291,55,75,14,10,106,1,2,0,9,2,0,13,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801350,2010,3,7,Texas,48,Ector County,135,,,,,,,,,,,,372,,,,,,,,,,,,Ector County,,137130,133728,104653,6141,1351,1080,119,20384,3402,3306,503,568,159,16,1705,25,9,4,109,5,0,83,19,65,36,93,32,7,1,11,6,5,7,1,15,1,1,0,0,0,0,2,0,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4801370,2010,3,7,Texas,48,Edwards County,137,,,,,,,,,,,,999,,,,,,,,,,,,Edwards County,,2002,1980,1739,11,26,7,0,197,22,22,0,6,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801390,2010,3,7,Texas,48,Ellis County,139,,,,,,,,,,,,206,,,,,,,,,,,,Ellis County,,149610,146327,117662,13482,893,851,95,13344,3283,3122,536,772,283,45,1197,53,29,9,90,7,2,34,12,37,16,152,52,7,2,17,11,7,18,16,8,1,1,0,8,3,0,1,0,0,0,0,7,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G4801410,2010,3,7,Texas,48,El Paso County,141,,,,,,,,,,,,999,,,,,,,,,,,,El Paso County,,800647,780943,656993,24864,6007,8284,999,83796,19704,18737,2613,1663,2500,276,8936,201,340,48,916,79,28,394,129,459,155,890,229,127,16,77,66,8,72,60,117,32,11,3,18,11,10,2,4,9,2,16,65,23,4,5,6,6,3,8,5,1,2,1,0,0,0,1,10,8,2,0,0,0,0,2,2,
G4801430,2010,3,7,Texas,48,Erath County,143,,,,,,,,,,,,999,,,,,,,,,,,,Erath County,,37890,37249,32441,451,291,257,13,3796,641,627,77,216,49,8,237,5,4,1,7,1,0,9,5,2,6,14,1,1,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801450,2010,3,7,Texas,48,Falls County,145,,,,,,,,,,,,999,,,,,,,,,,,,Falls County,,17866,17523,10832,4524,101,46,10,2010,343,333,65,68,11,6,136,12,4,1,21,3,0,5,0,0,1,10,1,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801470,2010,3,7,Texas,48,Fannin County,147,,,,,,,,,,,,206,,,,,,,,,,,,Fannin County,,33915,33213,29172,2312,369,125,7,1228,702,667,160,330,40,6,97,11,2,0,5,2,0,2,2,7,3,35,19,0,0,0,8,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801490,2010,3,7,Texas,48,Fayette County,149,,,,,,,,,,,,999,,,,,,,,,,,,Fayette County,,24554,24222,20491,1632,177,66,7,1849,332,318,95,58,18,5,98,4,0,1,18,0,0,12,0,7,2,10,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801510,2010,3,7,Texas,48,Fisher County,151,,,,,,,,,,,,999,,,,,,,,,,,,Fisher County,,3974,3894,3444,136,20,8,0,286,80,79,11,27,1,1,30,4,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801530,2010,3,7,Texas,48,Floyd County,153,,,,,,,,,,,,999,,,,,,,,,,,,Floyd County,,6446,6370,4916,232,47,11,1,1163,76,74,15,6,2,0,45,0,1,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801550,2010,3,7,Texas,48,Foard County,155,,,,,,,,,,,,999,,,,,,,,,,,,Foard County,,1336,1326,1211,53,3,5,0,54,10,10,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801570,2010,3,7,Texas,48,Fort Bend County,157,,,,,,,,,,,,288,,,,,,,,,,,,Fort Bend County,,585375,568354,296310,125818,2302,99370,226,44328,17021,15919,2371,1246,3897,102,4167,428,516,100,782,293,6,204,185,1512,110,977,336,110,7,94,58,3,85,43,93,13,28,2,25,8,33,5,6,10,11,7,116,66,1,29,3,11,0,1,1,1,1,0,0,0,2,0,8,7,1,0,0,0,0,1,1,
G4801590,2010,3,7,Texas,48,Franklin County,159,,,,,,,,,,,,999,,,,,,,,,,,,Franklin County,,10605,10415,9178,417,72,50,2,696,190,183,49,62,12,2,49,4,4,0,0,0,0,0,1,0,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801610,2010,3,7,Texas,48,Freestone County,161,,,,,,,,,,,,999,,,,,,,,,,,,Freestone County,,19816,19494,14484,3193,140,58,5,1614,322,309,60,97,13,10,95,3,1,0,16,1,2,4,0,7,0,11,2,0,0,2,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801630,2010,3,7,Texas,48,Frio County,163,,,,,,,,,,,,999,,,,,,,,,,,,Frio County,,17217,16881,13326,584,85,367,1,2518,336,328,32,50,15,0,193,0,2,0,13,1,4,11,2,5,0,8,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801650,2010,3,7,Texas,48,Gaines County,165,,,,,,,,,,,,999,,,,,,,,,,,,Gaines County,,17526,17173,14726,305,102,44,0,1996,353,304,29,60,17,7,167,1,1,0,5,0,0,11,0,1,5,49,4,0,0,1,0,0,38,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801670,2010,3,7,Texas,48,Galveston County,167,,,,,,,,,,,,288,,,,,,,,,,,,Galveston County,,291309,283418,211088,40112,1748,8690,149,21631,7891,7482,1320,1290,1172,107,2626,119,87,34,370,36,4,75,47,160,35,370,104,33,6,46,32,2,40,30,45,16,0,0,6,0,5,2,1,0,1,1,22,7,1,7,1,1,0,3,0,0,0,0,2,0,0,0,17,16,1,0,0,0,0,0,0,
G4801690,2010,3,7,Texas,48,Garza County,169,,,,,,,,,,,,999,,,,,,,,,,,,Garza County,,6461,6386,5348,420,36,8,3,571,75,71,14,10,1,0,36,0,1,0,4,0,0,2,0,1,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801710,2010,3,7,Texas,48,Gillespie County,171,,,,,,,,,,,,999,,,,,,,,,,,,Gillespie County,,24837,24530,22667,89,154,89,11,1520,307,299,24,93,23,6,132,0,1,0,5,2,0,4,6,2,1,8,3,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801730,2010,3,7,Texas,48,Glasscock County,173,,,,,,,,,,,,999,,,,,,,,,,,,Glasscock County,,1226,1211,1044,15,4,1,2,145,15,14,1,4,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801750,2010,3,7,Texas,48,Goliad County,175,,,,,,,,,,,,999,,,,,,,,,,,,Goliad County,,7210,7040,6035,343,50,15,2,595,170,170,24,26,12,0,79,4,0,0,14,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801770,2010,3,7,Texas,48,Gonzales County,177,,,,,,,,,,,,999,,,,,,,,,,,,Gonzales County,,19807,19373,14158,1468,190,78,5,3474,434,419,74,52,9,5,226,5,0,0,35,2,0,2,0,3,6,14,1,1,0,4,1,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4801790,2010,3,7,Texas,48,Gray County,179,,,,,,,,,,,,999,,,,,,,,,,,,Gray County,,22535,21990,18363,1097,200,91,1,2238,545,531,98,192,40,1,173,6,0,0,12,1,0,5,0,3,0,13,3,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801810,2010,3,7,Texas,48,Grayson County,181,,,,,,,,,,,,206,,,,,,,,,,,,Grayson County,,120877,117635,101371,7081,1835,1046,41,6261,3242,3112,743,1198,290,35,602,85,11,2,54,11,3,23,5,35,15,123,55,1,0,20,14,3,7,7,4,1,2,0,0,1,5,0,0,0,0,3,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4801830,2010,3,7,Texas,48,Gregg County,183,,,,,,,,,,,,346,,,,,,,,,,,,Gregg County,,121730,118988,81928,24390,728,1343,56,10543,2742,2606,784,478,230,32,684,113,37,11,117,9,0,52,8,40,11,120,54,5,2,15,7,1,9,6,10,3,0,3,5,0,0,0,0,0,0,0,13,0,0,8,0,0,0,3,0,0,0,1,1,0,0,0,3,2,0,0,0,0,1,0,0,
G4801850,2010,3,7,Texas,48,Grimes County,185,,,,,,,,,,,,999,,,,,,,,,,,,Grimes County,,26604,26028,19409,4390,139,63,7,2020,576,540,112,163,21,6,198,4,1,3,18,0,0,8,0,1,5,35,17,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4801870,2010,3,7,Texas,48,Guadalupe County,187,,,,,,,,,,,,999,,,,,,,,,,,,Guadalupe County,,131533,127526,105017,8512,897,1861,186,11053,4007,3736,743,562,657,56,1140,82,109,16,141,12,3,63,57,76,19,247,60,28,0,29,18,0,20,47,18,6,3,0,0,11,3,2,0,0,0,2,22,11,0,0,2,1,0,4,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G4801890,2010,3,7,Texas,48,Hale County,189,,,,,,,,,,,,999,,,,,,,,,,,,Hale County,,36273,35205,25670,1925,350,142,21,7097,1068,1044,122,103,41,4,621,24,6,0,65,4,2,28,4,11,9,24,7,1,2,3,0,0,4,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801910,2010,3,7,Texas,48,Hall County,191,,,,,,,,,,,,999,,,,,,,,,,,,Hall County,,3353,3301,2579,242,26,3,2,449,52,48,8,7,2,0,24,0,0,0,2,0,0,1,1,3,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801930,2010,3,7,Texas,48,Hamilton County,193,,,,,,,,,,,,999,,,,,,,,,,,,Hamilton County,,8517,8428,7913,46,68,34,1,366,89,85,12,23,13,1,33,0,0,0,0,1,0,0,0,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801950,2010,3,7,Texas,48,Hansford County,195,,,,,,,,,,,,999,,,,,,,,,,,,Hansford County,,5613,5486,4593,36,52,16,0,789,127,125,12,25,1,1,83,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801970,2010,3,7,Texas,48,Hardeman County,197,,,,,,,,,,,,999,,,,,,,,,,,,Hardeman County,,4139,4033,3538,246,26,12,0,211,106,103,21,41,4,0,33,1,0,1,0,0,0,1,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4801990,2010,3,7,Texas,48,Hardin County,199,,,,,,,,,,,,999,,,,,,,,,,,,Hardin County,,54635,53917,49505,3193,217,276,6,720,718,691,141,255,78,13,167,10,0,1,9,1,0,4,3,7,2,24,4,2,0,4,4,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
G4802010,2010,3,7,Texas,48,Harris County,201,,,,,,,,,,,,288,,,,,,,,,,,,Harris County,,4092459,3961127,2318256,775492,27763,253032,3018,583566,131332,124726,15792,9752,16164,821,59080,2583,2284,599,6612,921,103,3636,783,4397,1199,5937,1900,558,69,709,280,46,556,366,601,146,73,23,120,77,110,54,13,116,65,55,511,181,12,133,35,25,6,50,13,2,22,8,4,4,11,5,127,85,33,1,2,3,3,31,31,
G4802030,2010,3,7,Texas,48,Harrison County,203,,,,,,,,,,,,346,,,,,,,,,,,,Harrison County,,65631,64512,45020,14398,447,339,31,4277,1119,1076,335,265,56,8,287,35,14,8,28,2,2,18,2,8,8,35,17,2,0,4,0,0,2,3,5,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
G4802050,2010,3,7,Texas,48,Hartley County,205,,,,,,,,,,,,999,,,,,,,,,,,,Hartley County,,6062,5994,5272,418,22,29,3,250,68,68,6,24,0,0,32,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802070,2010,3,7,Texas,48,Haskell County,207,,,,,,,,,,,,999,,,,,,,,,,,,Haskell County,,5899,5745,4876,220,39,31,0,579,154,149,29,32,2,6,65,0,1,0,6,1,0,1,6,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802090,2010,3,7,Texas,48,Hays County,209,,,,,,,,,,,,126,,,,,,,,,,,,Hays County,,157107,152662,126712,5536,1224,1821,137,17232,4445,4193,668,846,698,61,1429,43,55,3,138,9,3,104,27,85,24,223,73,24,1,19,24,2,19,21,29,1,1,0,0,3,0,0,0,0,5,1,28,4,0,12,0,2,0,4,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4802110,2010,3,7,Texas,48,Hemphill County,211,,,,,,,,,,,,999,,,,,,,,,,,,Hemphill County,,3807,3738,3310,9,15,18,3,383,69,68,4,17,2,1,40,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802130,2010,3,7,Texas,48,Henderson County,213,,,,,,,,,,,,206,,,,,,,,,,,,Henderson County,,78532,77106,67395,4887,433,328,32,4031,1426,1372,339,579,72,17,279,12,1,2,32,4,0,18,6,8,3,49,20,2,0,1,1,1,11,12,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
G4802150,2010,3,7,Texas,48,Hidalgo County,215,,,,,,,,,,,,999,,,,,,,,,,,,Hidalgo County,,774769,764507,681649,4569,2589,7478,94,68128,10262,9979,606,700,638,76,6928,36,32,9,273,44,3,268,30,278,58,247,63,9,0,22,10,10,36,8,42,19,1,1,2,1,3,2,0,9,5,4,18,14,0,2,0,0,0,0,0,0,1,0,0,0,0,1,7,7,0,0,0,0,0,11,11,
G4802170,2010,3,7,Texas,48,Hill County,217,,,,,,,,,,,,999,,,,,,,,,,,,Hill County,,35089,34378,29307,2224,175,118,20,2534,711,669,209,161,28,5,213,8,2,0,21,1,1,13,0,3,4,38,10,2,0,6,2,0,10,3,3,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
G4802190,2010,3,7,Texas,48,Hockley County,219,,,,,,,,,,,,352,,,,,,,,,,,,Hockley County,,22935,22372,18000,837,207,63,4,3261,563,553,75,76,22,5,326,10,0,0,14,4,0,12,0,6,3,10,3,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802210,2010,3,7,Texas,48,Hood County,221,,,,,,,,,,,,206,,,,,,,,,,,,Hood County,,51182,50434,47378,252,359,303,39,2103,748,728,101,297,71,17,193,7,2,0,3,2,0,24,1,9,1,20,7,0,0,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802230,2010,3,7,Texas,48,Hopkins County,223,,,,,,,,,,,,999,,,,,,,,,,,,Hopkins County,,35161,34456,28646,2483,211,175,26,2915,705,675,224,172,59,23,153,12,3,0,11,0,0,11,0,5,2,25,8,0,0,5,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802250,2010,3,7,Texas,48,Houston County,225,,,,,,,,,,,,999,,,,,,,,,,,,Houston County,,23732,23393,15896,6179,95,95,1,1127,339,320,99,92,11,4,84,6,4,1,6,0,0,10,1,2,0,14,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,
G4802270,2010,3,7,Texas,48,Howard County,227,,,,,,,,,,,,999,,,,,,,,,,,,Howard County,,35012,34291,25928,2181,317,267,15,5583,721,677,155,136,43,7,231,7,1,0,44,3,0,21,9,15,5,42,12,0,0,8,2,0,2,12,0,1,0,0,0,4,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802290,2010,3,7,Texas,48,Hudspeth County,229,,,,,,,,,,,,999,,,,,,,,,,,,Hudspeth County,,3476,3401,2738,48,38,16,0,561,75,70,10,16,4,2,36,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802310,2010,3,7,Texas,48,Hunt County,231,,,,,,,,,,,,206,,,,,,,,,,,,Hunt County,,86129,84100,70248,7133,804,916,147,4852,2029,1949,413,726,143,18,449,52,22,1,44,12,4,28,11,18,8,76,31,6,0,5,8,1,15,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,
G4802330,2010,3,7,Texas,48,Hutchinson County,233,,,,,,,,,,,,999,,,,,,,,,,,,Hutchinson County,,22150,21544,18944,558,364,91,5,1582,606,580,109,234,35,3,168,3,0,0,6,1,0,9,0,8,4,25,6,0,0,0,0,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802350,2010,3,7,Texas,48,Irion County,235,,,,,,,,,,,,999,,,,,,,,,,,,Irion County,,1599,1565,1464,11,7,3,0,80,34,25,1,8,1,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802370,2010,3,7,Texas,48,Jack County,237,,,,,,,,,,,,999,,,,,,,,,,,,Jack County,,9044,8949,7913,340,62,31,3,600,95,91,14,31,1,2,33,6,0,0,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G4802390,2010,3,7,Texas,48,Jackson County,239,,,,,,,,,,,,999,,,,,,,,,,,,Jackson County,,14075,13779,11446,988,57,50,1,1237,296,280,52,67,7,1,121,1,0,2,19,4,0,0,0,2,4,15,4,0,0,6,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802410,2010,3,7,Texas,48,Jasper County,241,,,,,,,,,,,,999,,,,,,,,,,,,Jasper County,,35710,35174,27738,5959,197,200,14,1066,536,500,200,128,28,6,90,13,9,9,11,0,0,1,3,0,2,34,21,0,0,0,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,
G4802430,2010,3,7,Texas,48,Jeff Davis County,243,,,,,,,,,,,,999,,,,,,,,,,,,Jeff Davis County,,2342,2294,2113,23,15,7,1,135,48,45,13,16,3,0,9,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
G4802450,2010,3,7,Texas,48,Jefferson County,245,,,,,,,,,,,,999,,,,,,,,,,,,Jefferson County,,252273,247312,131574,85291,1381,8630,83,20353,4961,4677,1168,622,418,44,1390,202,136,41,324,40,2,94,56,121,19,271,139,20,1,25,9,3,26,15,8,2,0,1,4,8,3,1,0,4,0,2,9,3,0,0,0,3,0,2,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,2,2,
G4802470,2010,3,7,Texas,48,Jim Hogg County,247,,,,,,,,,,,,999,,,,,,,,,,,,Jim Hogg County,,5300,5219,4658,22,20,15,0,504,81,75,6,7,4,4,51,0,0,0,1,0,0,1,0,1,0,6,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
